"","Location","SKU","OfferTermCode","RateCode","TermType","PriceDescription","EffectiveDate","StartingRange","EndingRange","Unit","PricePerUnit","Currency","RelatedTo","LeaseContractLength","PurchaseOption","OfferingClass","Product.Family","serviceCode","Location.Type","Instance.Type","Current.Generation","Instance.Family","vCPU","Physical.Processor","Clock.Speed","Memory","Storage","Network.Performance","Processor.Architecture","Storage.Media","Volume.Type","Min.Volume.Size","Max.Volume.Size","Engine.Code","Database.Engine","Database.Edition","License.Model","Deployment.Option","Group","Group.Description","Transfer.Type","From.Location","From.Location.Type","To.Location","To.Location.Type","usageType","operation","Dedicated.EBS.Throughput","Enhanced.Networking.Supported","Processor.Features","Region","Endpoint","Protocol"
"556","EU (Ireland)","VFAGYKZN5JYCUQRA","HU7G6KETJZ","VFAGYKZN5JYCUQRA.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2015-09-30",NA,NA,"Quantity",2790,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.r3.xlarge","Yes","Memory optimized",4,"Intel Xeon E5-2670 v2 (Ivy Bridge)","2.5 GHz","30.5 GiB","1 x 80 SSD","Moderate","64-bit","","","","",14,"PostgreSQL","","No license required","Multi-AZ","","","","","","","","EU-Multi-AZUsage:db.r3.xlarge","CreateDBInstance:0014","","Yes","Intel AVX; Intel Turbo","eu-west-1","ec2.eu-west-1.amazonaws.com","HTTP and HTTPS"
"557","EU (Ireland)","KKPQ429N4R6V22YA","HU7G6KETJZ","KKPQ429N4R6V22YA.HU7G6KETJZ.6YS6EN2CT7","Reserved","PostgreSQL, db.m3.large instance-hours used this month","2015-06-30",0,Inf,"Hrs",0.194,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.m3.large","Yes","General purpose",2,"Intel Xeon E5-2670 v2 (Ivy Bridge/Sandy Bridge)","2.5 GHz","7.5 GiB","1 x 32 SSD","Moderate","64-bit","","","","",14,"PostgreSQL","","No license required","Multi-AZ","","","","","","","","EU-Multi-AZUsage:db.m3.large","CreateDBInstance:0014","","","Intel AVX; Intel Turbo","eu-west-1","ec2.eu-west-1.amazonaws.com","HTTP and HTTPS"
"558","EU (Ireland)","HMQVHUSNTBUVPTZB","HU7G6KETJZ","HMQVHUSNTBUVPTZB.HU7G6KETJZ.6YS6EN2CT7","Reserved","PostgreSQL, db.m3.medium instance-hours used this month","2015-06-30",0,Inf,"Hrs",0.094,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.m3.medium","Yes","General purpose",1,"Intel Xeon E5-2670 v2 (Ivy Bridge/Sandy Bridge)","2.5 GHz","3.75 GiB","1 x 4 SSD","Moderate","64-bit","","","","",14,"PostgreSQL","","No license required","Multi-AZ","","","","","","","","EU-Multi-AZUsage:db.m3.medium","CreateDBInstance:0014","","","Intel AVX; Intel Turbo","eu-west-1","ec2.eu-west-1.amazonaws.com","HTTP and HTTPS"
"559","EU (Ireland)","4MBN5UMYSWTNU567","HU7G6KETJZ","4MBN5UMYSWTNU567.HU7G6KETJZ.6YS6EN2CT7","Reserved","PostgreSQL, db.t1.micro instance-hours used this month","2015-09-30",0,Inf,"Hrs",0.026,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.t1.micro","No","Micro instances",1,"Variable","","0.613 GiB","EBS Only","Very Low","32-bit or 64-bit","","","","",14,"PostgreSQL","","No license required","Multi-AZ","","","","","","","","EU-Multi-AZUsage:db.t1.micro","CreateDBInstance:0014","","","","eu-west-1","ec2.eu-west-1.amazonaws.com","HTTP and HTTPS"
"560","EU (Ireland)","VXYDFT7FJNFBF7SE","HU7G6KETJZ","VXYDFT7FJNFBF7SE.HU7G6KETJZ.6YS6EN2CT7","Reserved","PostgreSQL, db.r3.4xlarge instance-hours used this month","2015-09-30",0,Inf,"Hrs",0.76,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.r3.4xlarge","Yes","Memory optimized",16,"Intel Xeon E5-2670 v2 (Ivy Bridge)","2.5 GHz","122 GiB","1 x 320 SSD","High","64-bit","","","","",14,"PostgreSQL","","No license required","Single-AZ","","","","","","","","EU-InstanceUsage:db.r3.4xlarge","CreateDBInstance:0014","","Yes","Intel AVX; Intel Turbo","eu-west-1","ec2.eu-west-1.amazonaws.com","HTTP and HTTPS"
"561","EU (Ireland)","PHSACWDU9FP9TXHQ","HU7G6KETJZ","PHSACWDU9FP9TXHQ.HU7G6KETJZ.6YS6EN2CT7","Reserved","PostgreSQL, db.m1.medium instance-hours used this month","2015-09-30",0,Inf,"Hrs",0.108,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.m1.medium","No","General purpose",1,"Intel Xeon Family","","3.75 GiB","1 x 410","Moderate","32-bit or 64-bit","","","","",14,"PostgreSQL","","No license required","Multi-AZ","","","","","","","","EU-Multi-AZUsage:db.m1.medium","CreateDBInstance:0014","","","","eu-west-1","ec2.eu-west-1.amazonaws.com","HTTP and HTTPS"
"562","EU (Ireland)","7UPB4DPHR93E4FN3","HU7G6KETJZ","7UPB4DPHR93E4FN3.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2015-10-31",NA,NA,"Quantity",912,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.t2.large","Yes","General purpose",2,"Intel Xeon Family","Up to 3.0 GHz","8 GiB","EBS Only","Low to Moderate","64-bit","","","","",14,"PostgreSQL","","No license required","Multi-AZ","","","","","","","","EU-Multi-AZUsage:db.t2.large","CreateDBInstance:0014","","","Intel AVX; Intel Turbo","eu-west-1","ec2.eu-west-1.amazonaws.com","HTTP and HTTPS"
"563","EU (Ireland)","G6RAN876RWWC3FYB","HU7G6KETJZ","G6RAN876RWWC3FYB.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2015-09-30",NA,NA,"Quantity",14440,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.cr1.8xl","No","Memory optimized",32,"Intel Xeon E5-2670","","244 GiB","2 x 120 SSD","10 Gigabit","64-bit","","","","",14,"PostgreSQL","","No license required","Multi-AZ","","","","","","","","EU-Multi-AZUsage:db.cr1.8xl","CreateDBInstance:0014","","","","eu-west-1","ec2.eu-west-1.amazonaws.com","HTTP and HTTPS"
"564","EU (Ireland)","X4R49VKHFDNJWDGZ","HU7G6KETJZ","X4R49VKHFDNJWDGZ.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2015-10-31",NA,NA,"Quantity",15768,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.m4.10xlarge","Yes","General purpose",40,"Intel Xeon E5-2676 v3 (Haswell)","2.4 GHz","160 GiB","EBS Only","10 Gigabit","64-bit","","","","",14,"PostgreSQL","","No license required","Multi-AZ","","","","","","","","EU-Multi-AZUsage:db.m4.10xl","CreateDBInstance:0014","4000 Mbps","Yes","Intel AVX; Intel AVX2; Intel Turbo","eu-west-1","ec2.eu-west-1.amazonaws.com","HTTP and HTTPS"
"565","EU (Ireland)","D2QKBBGWH8YNCFY7","HU7G6KETJZ","D2QKBBGWH8YNCFY7.HU7G6KETJZ.6YS6EN2CT7","Reserved","PostgreSQL, db.m4.large instance-hours used this month","2015-10-31",0,Inf,"hrs",0.086,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.m4.large","Yes","General purpose",2,"Intel Xeon E5-2676 v3 (Haswell)","2.4 GHz","8 GiB","EBS Only","Moderate","64-bit","","","","",14,"PostgreSQL","","No license required","Single-AZ","","","","","","","","EU-InstanceUsage:db.m4.large","CreateDBInstance:0014","450 Mbps","Yes","Intel AVX; Intel AVX2; Intel Turbo","eu-west-1","ec2.eu-west-1.amazonaws.com","HTTP and HTTPS"
"566","EU (Ireland)","AZFQ8K29RURG9Y2R","HU7G6KETJZ","AZFQ8K29RURG9Y2R.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2015-09-30",NA,NA,"Quantity",1894,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.m2.4xlarge","No","Memory optimized",8,"Intel Xeon Family","","68.4 GiB","2 x 840","High","64-bit","","","","",14,"PostgreSQL","","No license required","Single-AZ","","","","","","","","EU-InstanceUsage:db.m2.4xlarge","CreateDBInstance:0014","","","","eu-west-1","ec2.eu-west-1.amazonaws.com","HTTP and HTTPS"
"567","EU (Ireland)","X8XR7XNQ463FJQF5","HU7G6KETJZ","X8XR7XNQ463FJQF5.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2015-09-30",NA,NA,"Quantity",11160,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.r3.8xlarge","Yes","Memory optimized",32,"Intel Xeon E5-2670 v2 (Ivy Bridge)","2.5 GHz","244 GiB","2 x 320 SSD","10 Gigabit","64-bit","","","","",14,"PostgreSQL","","No license required","Single-AZ","","","","","","","","EU-InstanceUsage:db.r3.8xlarge","CreateDBInstance:0014","","Yes","Intel AVX; Intel Turbo","eu-west-1","ec2.eu-west-1.amazonaws.com","HTTP and HTTPS"
"568","EU (Ireland)","JXEQQB4XEQAHVYC9","HU7G6KETJZ","JXEQQB4XEQAHVYC9.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2015-06-30",NA,NA,"Quantity",1396,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.r3.large","Yes","Memory optimized",2,"Intel Xeon E5-2670 v2 (Ivy Bridge)","2.5 GHz","15.25 GiB","1 x 32 SSD","Moderate","64-bit","","","","",14,"PostgreSQL","","No license required","Multi-AZ","","","","","","","","EU-Multi-AZUsage:db.r3.large","CreateDBInstance:0014","","Yes","Intel AVX; Intel Turbo","eu-west-1","ec2.eu-west-1.amazonaws.com","HTTP and HTTPS"
"569","EU (Ireland)","M2DX3SZ7NQ4ZSRQG","HU7G6KETJZ","M2DX3SZ7NQ4ZSRQG.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2015-09-30",NA,NA,"Quantity",473,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.m2.xlarge","No","Memory optimized",2,"Intel Xeon Family","","17.1 GiB","1 x 420","Moderate","64-bit","","","","",14,"PostgreSQL","","No license required","Single-AZ","","","","","","","","EU-InstanceUsage:db.m2.xlarge","CreateDBInstance:0014","","","","eu-west-1","ec2.eu-west-1.amazonaws.com","HTTP and HTTPS"
"570","EU (Ireland)","7GREBWBBY5FQRUNZ","HU7G6KETJZ","7GREBWBBY5FQRUNZ.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2015-09-30",NA,NA,"Quantity",946,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.m2.xlarge","No","Memory optimized",2,"Intel Xeon Family","","17.1 GiB","1 x 420","Moderate","64-bit","","","","",14,"PostgreSQL","","No license required","Multi-AZ","","","","","","","","EU-Multi-AZUsage:db.m2.xlarge","CreateDBInstance:0014","","","","eu-west-1","ec2.eu-west-1.amazonaws.com","HTTP and HTTPS"
"571","EU (Ireland)","B8YN22QPEQPMGVP7","HU7G6KETJZ","B8YN22QPEQPMGVP7.HU7G6KETJZ.6YS6EN2CT7","Reserved","PostgreSQL, db.m4.xlarge instance-hours used this month","2015-10-31",0,Inf,"hrs",0.342,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.m4.xlarge","Yes","General purpose",4,"Intel Xeon E5-2676 v3 (Haswell)","2.4 GHz","16 GiB","EBS Only","High","64-bit","","","","",14,"PostgreSQL","","No license required","Multi-AZ","","","","","","","","EU-Multi-AZUsage:db.m4.xlarge","CreateDBInstance:0014","750 Mbps","Yes","Intel AVX; Intel AVX2; Intel Turbo","eu-west-1","ec2.eu-west-1.amazonaws.com","HTTP and HTTPS"
"572","EU (Ireland)","V9XU3UAZ7WSGTX3Y","HU7G6KETJZ","V9XU3UAZ7WSGTX3Y.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2015-08-31",NA,NA,"Quantity",246,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.m1.small","No","General purpose",1,"Intel Xeon Family","","1.7 GiB","1 x 160","Low","32-bit or 64-bit","","","","",14,"PostgreSQL","","No license required","Multi-AZ","","","","","","","","EU-Multi-AZUsage:db.m1.small","CreateDBInstance:0014","","","","eu-west-1","ec2.eu-west-1.amazonaws.com","HTTP and HTTPS"
"573","EU (Ireland)","H3Y3772VJFPP63YE","HU7G6KETJZ","H3Y3772VJFPP63YE.HU7G6KETJZ.6YS6EN2CT7","Reserved","PostgreSQL, db.m1.xlarge instance-hours used this month","2015-09-30",0,Inf,"Hrs",0.43,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.m1.xlarge","No","General purpose",4,"Intel Xeon Family","","15 GiB","4 x 420","High","64-bit","","","","",14,"PostgreSQL","","No license required","Multi-AZ","","","","","","","","EU-Multi-AZUsage:db.m1.xlarge","CreateDBInstance:0014","","","","eu-west-1","ec2.eu-west-1.amazonaws.com","HTTP and HTTPS"
"574","EU (Ireland)","EUCNB4UAVPVZ22KH","HU7G6KETJZ","EUCNB4UAVPVZ22KH.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2015-10-31",NA,NA,"Quantity",1577,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.m4.2xlarge","Yes","General purpose",8,"Intel Xeon E5-2676 v3 (Haswell)","2.4 GHz","32 GiB","EBS Only","High","64-bit","","","","",14,"PostgreSQL","","No license required","Single-AZ","","","","","","","","EU-InstanceUsage:db.m4.2xlarge","CreateDBInstance:0014","1000 Mbps","Yes","Intel AVX; Intel AVX2; Intel Turbo","eu-west-1","ec2.eu-west-1.amazonaws.com","HTTP and HTTPS"
"575","EU (Ireland)","4MBN5UMYSWTNU567","HU7G6KETJZ","4MBN5UMYSWTNU567.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2015-09-30",NA,NA,"Quantity",124,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.t1.micro","No","Micro instances",1,"Variable","","0.613 GiB","EBS Only","Very Low","32-bit or 64-bit","","","","",14,"PostgreSQL","","No license required","Multi-AZ","","","","","","","","EU-Multi-AZUsage:db.t1.micro","CreateDBInstance:0014","","","","eu-west-1","ec2.eu-west-1.amazonaws.com","HTTP and HTTPS"
"576","EU (Ireland)","ZSVBQRBPU8BARJNU","HU7G6KETJZ","ZSVBQRBPU8BARJNU.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2015-06-30",NA,NA,"Quantity",57,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.t2.micro","Yes","General purpose",1,"Intel Xeon Family","Up to 3.3 GHz","1 GiB","EBS Only","Low to Moderate","32-bit or 64-bit","","","","",14,"PostgreSQL","","No license required","Single-AZ","","","","","","","","EU-InstanceUsage:db.t2.micro","CreateDBInstance:0014","","","Intel AVX; Intel Turbo","eu-west-1","ec2.eu-west-1.amazonaws.com","HTTP and HTTPS"
"577","EU (Ireland)","7V5MJNUMPGUZJQC6","HU7G6KETJZ","7V5MJNUMPGUZJQC6.HU7G6KETJZ.6YS6EN2CT7","Reserved","PostgreSQL, db.r3.8xlarge instance-hours used this month","2015-09-30",0,Inf,"Hrs",3.03,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.r3.8xlarge","Yes","Memory optimized",32,"Intel Xeon E5-2670 v2 (Ivy Bridge)","2.5 GHz","244 GiB","2 x 320 SSD","10 Gigabit","64-bit","","","","",14,"PostgreSQL","","No license required","Multi-AZ","","","","","","","","EU-Multi-AZUsage:db.r3.8xlarge","CreateDBInstance:0014","","Yes","Intel AVX; Intel Turbo","eu-west-1","ec2.eu-west-1.amazonaws.com","HTTP and HTTPS"
"578","EU (Ireland)","5BDTNTPD8JK7PNZF","HU7G6KETJZ","5BDTNTPD8JK7PNZF.HU7G6KETJZ.6YS6EN2CT7","Reserved","PostgreSQL, db.m1.large instance-hours used this month","2015-09-30",0,Inf,"Hrs",0.216,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.m1.large","No","General purpose",2,"Intel Xeon Family","","7.5 GiB","2 x 420","Moderate","64-bit","","","","",14,"PostgreSQL","","No license required","Multi-AZ","","","","","","","","EU-Multi-AZUsage:db.m1.large","CreateDBInstance:0014","","","","eu-west-1","ec2.eu-west-1.amazonaws.com","HTTP and HTTPS"
"579","EU (Ireland)","D2QKBBGWH8YNCFY7","HU7G6KETJZ","D2QKBBGWH8YNCFY7.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2015-10-31",NA,NA,"Quantity",394,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.m4.large","Yes","General purpose",2,"Intel Xeon E5-2676 v3 (Haswell)","2.4 GHz","8 GiB","EBS Only","Moderate","64-bit","","","","",14,"PostgreSQL","","No license required","Single-AZ","","","","","","","","EU-InstanceUsage:db.m4.large","CreateDBInstance:0014","450 Mbps","Yes","Intel AVX; Intel AVX2; Intel Turbo","eu-west-1","ec2.eu-west-1.amazonaws.com","HTTP and HTTPS"
"580","EU (Ireland)","RSQ34NYJEC96ZAKC","HU7G6KETJZ","RSQ34NYJEC96ZAKC.HU7G6KETJZ.6YS6EN2CT7","Reserved","PostgreSQL, db.m3.xlarge instance-hours used this month","2015-09-30",0,Inf,"Hrs",0.191,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.m3.xlarge","Yes","General purpose",4,"Intel Xeon E5-2670 v2 (Ivy Bridge/Sandy Bridge)","2.5 GHz","15 GiB","2 x 40 SSD","High","64-bit","","","","",14,"PostgreSQL","","No license required","Single-AZ","","","","","","","","EU-InstanceUsage:db.m3.xlarge","CreateDBInstance:0014","","","Intel AVX; Intel Turbo","eu-west-1","ec2.eu-west-1.amazonaws.com","HTTP and HTTPS"
"581","EU (Ireland)","ZSVBQRBPU8BARJNU","HU7G6KETJZ","ZSVBQRBPU8BARJNU.HU7G6KETJZ.6YS6EN2CT7","Reserved","PostgreSQL, db.t2.micro instance-hours used this month","2015-06-30",0,Inf,"Hrs",0.007,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.t2.micro","Yes","General purpose",1,"Intel Xeon Family","Up to 3.3 GHz","1 GiB","EBS Only","Low to Moderate","32-bit or 64-bit","","","","",14,"PostgreSQL","","No license required","Single-AZ","","","","","","","","EU-InstanceUsage:db.t2.micro","CreateDBInstance:0014","","","Intel AVX; Intel Turbo","eu-west-1","ec2.eu-west-1.amazonaws.com","HTTP and HTTPS"
"582","EU (Ireland)","WVPMKD3RZZ6E8SK3","HU7G6KETJZ","WVPMKD3RZZ6E8SK3.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2015-06-30",NA,NA,"Quantity",456,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.t2.medium","Yes","General purpose",2,"Intel Xeon Family","Up to 3.3 GHz","4 GiB","EBS Only","Low to Moderate","32-bit or 64-bit","","","","",14,"PostgreSQL","","No license required","Multi-AZ","","","","","","","","EU-Multi-AZUsage:db.t2.medium","CreateDBInstance:0014","","","Intel AVX; Intel Turbo","eu-west-1","ec2.eu-west-1.amazonaws.com","HTTP and HTTPS"
"583","EU (Ireland)","G99MWC7BMPEHA87F","HU7G6KETJZ","G99MWC7BMPEHA87F.HU7G6KETJZ.6YS6EN2CT7","Reserved","PostgreSQL, db.m1.medium instance-hours used this month","2015-09-30",0,Inf,"Hrs",0.054,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.m1.medium","No","General purpose",1,"Intel Xeon Family","","3.75 GiB","1 x 410","Moderate","32-bit or 64-bit","","","","",14,"PostgreSQL","","No license required","Single-AZ","","","","","","","","EU-InstanceUsage:db.m1.medium","CreateDBInstance:0014","","","","eu-west-1","ec2.eu-west-1.amazonaws.com","HTTP and HTTPS"
"584","EU (Ireland)","NRQPH5RZTD9FJ337","HU7G6KETJZ","NRQPH5RZTD9FJ337.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2015-08-31",NA,NA,"Quantity",443,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.m3.large","Yes","General purpose",2,"Intel Xeon E5-2670 v2 (Ivy Bridge/Sandy Bridge)","2.5 GHz","7.5 GiB","1 x 32 SSD","Moderate","64-bit","","","","",14,"PostgreSQL","","No license required","Single-AZ","","","","","","","","EU-InstanceUsage:db.m3.large","CreateDBInstance:0014","","","Intel AVX; Intel Turbo","eu-west-1","ec2.eu-west-1.amazonaws.com","HTTP and HTTPS"
"585","EU (Ireland)","6ATTT85CH9KP95HS","HU7G6KETJZ","6ATTT85CH9KP95HS.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2015-10-31",NA,NA,"Quantity",7884,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.m4.10xlarge","Yes","General purpose",40,"Intel Xeon E5-2676 v3 (Haswell)","2.4 GHz","160 GiB","EBS Only","10 Gigabit","64-bit","","","","",14,"PostgreSQL","","No license required","Single-AZ","","","","","","","","EU-InstanceUsage:db.m4.10xl","CreateDBInstance:0014","4000 Mbps","Yes","Intel AVX; Intel AVX2; Intel Turbo","eu-west-1","ec2.eu-west-1.amazonaws.com","HTTP and HTTPS"
"586","EU (Ireland)","US8T74M9UMZ7UTVU","HU7G6KETJZ","US8T74M9UMZ7UTVU.HU7G6KETJZ.6YS6EN2CT7","Reserved","PostgreSQL, db.r3.2xlarge instance-hours used this month","2015-09-30",0,Inf,"Hrs",0.38,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.r3.2xlarge","Yes","Memory optimized",8,"Intel Xeon E5-2670 v2 (Ivy Bridge)","2.5 GHz","61 GiB","1 x 160 SSD","High","64-bit","","","","",14,"PostgreSQL","","No license required","Single-AZ","","","","","","","","EU-InstanceUsage:db.r3.2xlarge","CreateDBInstance:0014","","Yes","Intel AVX; Intel Turbo","eu-west-1","ec2.eu-west-1.amazonaws.com","HTTP and HTTPS"
"587","EU (Ireland)","YHD94ZP4U9UP5DPM","HU7G6KETJZ","YHD94ZP4U9UP5DPM.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2015-10-31",NA,NA,"Quantity",3154,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.m4.4xlarge","Yes","General purpose",16,"Intel Xeon E5-2676 v3 (Haswell)","2.4 GHz","64 GiB","EBS Only","High","64-bit","","","","",14,"PostgreSQL","","No license required","Single-AZ","","","","","","","","EU-InstanceUsage:db.m4.4xlarge","CreateDBInstance:0014","2000 Mbps","Yes","Intel AVX; Intel AVX2; Intel Turbo","eu-west-1","ec2.eu-west-1.amazonaws.com","HTTP and HTTPS"
"588","EU (Ireland)","BZXYFW3CK3293AFH","HU7G6KETJZ","BZXYFW3CK3293AFH.HU7G6KETJZ.6YS6EN2CT7","Reserved","PostgreSQL, db.t2.small instance-hours used this month","2015-05-31",0,Inf,"Hrs",0.014,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.t2.small","Yes","General purpose",1,"Intel Xeon Family","Up to 3.3 GHz","2 GiB","EBS Only","Low to Moderate","32-bit or 64-bit","","","","",14,"PostgreSQL","","No license required","Single-AZ","","","","","","","","EU-InstanceUsage:db.t2.small","CreateDBInstance:0014","","","Intel AVX; Intel Turbo","eu-west-1","ec2.eu-west-1.amazonaws.com","HTTP and HTTPS"
"589","EU (Ireland)","WVPMKD3RZZ6E8SK3","HU7G6KETJZ","WVPMKD3RZZ6E8SK3.HU7G6KETJZ.6YS6EN2CT7","Reserved","PostgreSQL, db.t2.medium instance-hours used this month","2015-06-30",0,Inf,"Hrs",0.054,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.t2.medium","Yes","General purpose",2,"Intel Xeon Family","Up to 3.3 GHz","4 GiB","EBS Only","Low to Moderate","32-bit or 64-bit","","","","",14,"PostgreSQL","","No license required","Multi-AZ","","","","","","","","EU-Multi-AZUsage:db.t2.medium","CreateDBInstance:0014","","","Intel AVX; Intel Turbo","eu-west-1","ec2.eu-west-1.amazonaws.com","HTTP and HTTPS"
"590","EU (Ireland)","XJC73Z9U2GRE58QX","HU7G6KETJZ","XJC73Z9U2GRE58QX.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2015-09-30",NA,NA,"Quantity",1395,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.r3.xlarge","Yes","Memory optimized",4,"Intel Xeon E5-2670 v2 (Ivy Bridge)","2.5 GHz","30.5 GiB","1 x 80 SSD","Moderate","64-bit","","","","",14,"PostgreSQL","","No license required","Single-AZ","","","","","","","","EU-InstanceUsage:db.r3.xlarge","CreateDBInstance:0014","","Yes","Intel AVX; Intel Turbo","eu-west-1","ec2.eu-west-1.amazonaws.com","HTTP and HTTPS"
"591","EU (Ireland)","43EP8K4NMHRKJQXD","HU7G6KETJZ","43EP8K4NMHRKJQXD.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2015-06-30",NA,NA,"Quantity",1772,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.m3.2xlarge","Yes","General purpose",8,"Intel Xeon E5-2670 v2 (Ivy Bridge/Sandy Bridge)","2.5 GHz","30 GiB","2 x 80 SSD","High","64-bit","","","","",14,"PostgreSQL","","No license required","Single-AZ","","","","","","","","EU-InstanceUsage:db.m3.2xlarge","CreateDBInstance:0014","","","Intel AVX; Intel Turbo","eu-west-1","ec2.eu-west-1.amazonaws.com","HTTP and HTTPS"
